rank	score	R0	R14	R7	A_s27	B_s27	C_s9	D_open	blanks	penalty
4186	3699	geschenkcheques	juryvoorzitters	buffalowurmpjes	1724	1400	509	102	1	36
4187	3699	geschenkcheques	juryvoorzitster	buffalowurmpjes	1724	1400	509	102	1	36
4188	3699	geschenkcheques	vrouwenlobbytje	buffalowurmpjes	1724	1427	509	102	2	63
4189	3699	babyglimlachjes	jacquardweefsel	bouwvakkersfuif	1589	1562	509	102	2	63
4190	3699	jacquardmachine	kaliumhydroxide	bouwvakkersfuif	1643	1481	509	102	1	36
4191	3699	geschenkcheques	juryvoorzitters	bouwvakkersfuif	1724	1400	509	102	1	36
4192	3699	geschenkcheques	juryvoorzitster	bouwvakkersfuif	1724	1400	509	102	1	36
4193	3699	geschenkcheques	vrouwenlobbytje	bouwvakkersfuif	1724	1427	509	102	2	63
4194	3699	bouwcuratrixjes	wetenschapsquiz	plaquevormingen	1616	1589	500	120	2	126
4195	3699	bouwcuratrixjes	cliquetsystemen	plaquevormingen	1616	1589	500	120	2	126
4196	3699	bouwcuratrixjes	chequebedragjes	plaquevormingen	1616	1589	500	120	2	126
4197	3699	flauwekulexcuus	whiskyoverschot	plaquevormingen	1697	1454	500	120	2	72
4198	3699	geschenkcheques	publieksjurytje	plaquevormingen	1724	1481	500	120	2	126
4199	3699	geschenkcheques	gymjuffrouwtjes	plaquevormingen	1724	1481	500	120	2	126
4200	3699	geschenkcheques	buxusbedrijfjes	plaquevormingen	1724	1481	500	120	2	126
4201	3699	bouwcuratrixjes	chiquelingetjes	proxyverbinding	1616	1535	509	120	2	81
4202	3699	jacquardmachine	buffalowurmpjes	proxyverbinding	1643	1427	509	120	0	0
4203	3699	jacquardmachine	bouwvakkersfuif	proxyverbinding	1643	1427	509	120	0	0
4204	3699	chequeformulier	zelfbeschouwing	proxyverbinding	1643	1427	509	120	0	0
4205	3699	chequeformulier	zelfbeschouwers	proxyverbinding	1643	1427	509	120	0	0
4206	3699	chequeformulier	wervelschijfjes	proxyverbinding	1643	1427	509	120	0	0
4207	3699	chequeformulier	bomwaarschuwing	proxyverbinding	1643	1427	509	120	0	0
4208	3699	geschenkcheques	zwemkostuumpjes	proxyverbinding	1724	1346	509	120	0	0
4209	3699	geschenkcheques	vrouwtjespauwen	proxyverbinding	1724	1346	509	120	0	0
4210	3699	geschenkcheques	vrouwtjesbuffel	proxyverbinding	1724	1346	509	120	0	0
4211	3699	geschenkcheques	vijffrankstukje	proxyverbinding	1724	1346	509	120	0	0
4212	3699	geschenkcheques	vakwerkmuurtjes	proxyverbinding	1724	1346	509	120	0	0
4213	3699	geschenkcheques	uitwijkdatumpje	proxyverbinding	1724	1346	509	120	0	0
4214	3699	geschenkcheques	rijwielgleufjes	proxyverbinding	1724	1346	509	120	0	0
4215	3699	geschenkcheques	kuurverblijfjes	proxyverbinding	1724	1346	509	120	0	0
4216	3699	geschenkcheques	kauwgummarktjes	proxyverbinding	1724	1346	509	120	0	0
4217	3699	geschenkcheques	buitenzwaluwtje	proxyverbinding	1724	1346	509	120	0	0
4218	3699	geschenkcheques	buffalowormpjes	proxyverbinding	1724	1346	509	120	0	0
4219	3699	geschenkcheques	breijuffrouwtje	proxyverbinding	1724	1346	509	120	0	0
4220	3699	geschenkcheques	purperzwaluwtje	proxyverbinding	1724	1373	509	120	1	27
4221	3699	geschenkcheques	klapkauwgumpjes	proxyverbinding	1724	1373	509	120	1	27
4222	3699	geschenkcheques	kauwgummiwikkel	proxyverbinding	1724	1427	509	120	1	81
4223	3699	flauwekulexcuus	vrachtferrytjes	plaquevorminkje	1697	1427	527	120	2	72
4224	3699	flauwekulexcuus	babydochtertjes	plaquevorminkje	1697	1427	527	120	2	72
4225	3699	bouwcuratrixjes	polyglottischen	croquethamertje	1616	1481	527	120	1	45
4226	3699	chequeformulier	vinylproductjes	babyzwemmertjes	1643	1481	527	120	1	72
4227	3699	chequeformulier	polyglottischen	babyzwemmertjes	1643	1481	527	120	1	72
4228	3699	chequeformulier	archeopteryxjes	babyzwemmertjes	1643	1481	527	120	1	72
4229	3699	chequeformulier	playbackshowtje	babyzwemmertjes	1643	1508	527	120	2	99
4230	3699	geschenkcheques	purperzwaluwtje	babyzwemmertjes	1724	1373	527	120	1	45
4231	3699	geschenkcheques	kauwwerktuigjes	babyzwemmertjes	1724	1373	527	120	1	45
4232	3699	geschenkcheques	lymfweefseltjes	babyzwemmertjes	1724	1400	527	120	1	72
4233	3699	geschenkcheques	juryvoorzitters	babyzwemmertjes	1724	1400	527	120	1	72
4234	3699	geschenkcheques	juryvoorzitster	babyzwemmertjes	1724	1400	527	120	1	72
4235	3699	geschenkcheques	proxyverbinding	babyzwemmertjes	1724	1427	527	120	2	99
4236	3699	geschenkcheques	polydruggebruik	babyzwemmertjes	1724	1427	527	120	2	99
4237	3699	geschenkcheques	babyparfummetje	aliquotvleugels	1724	1454	527	120	2	126
4238	3699	cliquetsystemen	vluchtreflexjes	superhighwaytje	1589	1562	536	120	2	108
4239	3699	geschenkcheques	marketingmixjes	papyruszuiltjes	1724	1319	536	120	0	0
4240	3699	geschenkcheques	vrouwenlobbytje	papyruszuiltjes	1724	1427	536	120	2	108
4241	3699	geschenkcheques	keuzeparadoxjes	upcyclestertjes	1724	1400	545	120	2	90
4242	3699	geschenkcheques	fluweelwormpjes	upcyclestertjes	1724	1400	545	120	2	90
4243	3699	bouwcuratrixjes	playbackshowtje	craqueleachtigs	1616	1508	545	120	2	90
4244	3699	vluchtreflexjes	perscommuniques	lewylichaampjes	1562	1535	554	120	2	72
4245	3699	bouwcuratrixjes	voordeelcheques	lewylichaampjes	1616	1454	554	120	1	45
4246	3699	jacquardmachine	bouwvakkersfuif	lewylichaampjes	1643	1427	554	120	1	45
4247	3699	chequeformulier	babyzwemmertjes	lewylichaampjes	1643	1481	554	120	2	99
4248	3698	bouwcuratrixjes	cliquetsystemen	lathyrushaagjes	1616	1589	491	110	2	108
4249	3698	bouwcuratrixjes	jacquardweefsel	laryngoscoopjes	1616	1562	491	110	2	81
4250	3698	bouwcuratrixjes	cliquetsystemen	knuffeltypetjes	1616	1589	491	110	2	108
4251	3698	geschenkcheques	bauxietweggetje	knuffeltypetjes	1724	1373	491	110	0	0
4252	3698	babyglimlachjes	wetenschapsquiz	kauwgumachtigst	1589	1589	491	110	2	81
4253	3698	geschenkcheques	benzoylperoxide	kauwgumachtigst	1724	1454	491	110	2	81
4254	3698	babyglimlachjes	wetenschapsquiz	grafcultuurtjes	1589	1589	491	110	2	81
4255	3698	geschenkcheques	benzoylperoxide	grafcultuurtjes	1724	1454	491	110	2	81
4256	3698	geschenkcheques	safesexpartytje	blauwzuurgasjes	1724	1427	491	110	2	54
4257	3698	lewylichaampjes	perscommuniques	bauxietweggetje	1562	1535	491	110	0	0
4258	3698	babyglimlachjes	perscommuniques	bauxietweggetje	1589	1535	491	110	1	27
4259	3698	bouwcuratrixjes	cliquetsystemen	bauxietweggetje	1616	1589	491	110	2	108
4260	3698	chequeformulier	babyzwemmertjes	bauxietweggetje	1643	1481	491	110	1	27
4261	3698	chequeformulier	vluchtreflexjes	bauxietweggetje	1643	1562	491	110	2	108
4262	3698	geschenkcheques	zenuwsysteempje	bauxietweggetje	1724	1373	491	110	0	0
4263	3698	geschenkcheques	polymeerbedrijf	bauxietweggetje	1724	1373	491	110	0	0
4264	3698	geschenkcheques	knuffeltypetjes	bauxietweggetje	1724	1373	491	110	0	0
4265	3698	geschenkcheques	bodypumpstertje	bauxietweggetje	1724	1373	491	110	0	0
4266	3698	geschenkcheques	babyzwemstertje	bauxietweggetje	1724	1400	491	110	1	27
4267	3698	babyglimlachjes	wetenschapsquiz	afschuwelijkere	1589	1589	491	110	2	81
4268	3698	chequeformulier	benzoylperoxide	afschuwelijkere	1643	1454	491	110	0	0
4269	3698	geschenkcheques	benzoylperoxide	afschuwelijkere	1724	1454	491	110	2	81
4270	3698	geschenkcheques	babyparfummetje	afschuwelijkere	1724	1454	491	110	2	81
4271	3698	bouwcuratrixjes	quizmasterschap	smurfenspraytje	1616	1508	500	110	1	36
4272	3698	chequeformulier	thuiscomplexjes	smurfenspraytje	1643	1481	500	110	1	36
4273	3698	geschenkcheques	zwaluwluisvlieg	smurfenspraytje	1724	1400	500	110	1	36
4274	3698	geschenkcheques	zwaluwenvleugel	smurfenspraytje	1724	1400	500	110	1	36
4275	3698	geschenkcheques	luxeverblijfjes	smurfenspraytje	1724	1400	500	110	1	36
4276	3698	geschenkcheques	luxebungalowtje	smurfenspraytje	1724	1400	500	110	1	36
4277	3698	geschenkcheques	buurtmentrixjes	smurfenspraytje	1724	1400	500	110	1	36
4278	3698	chequeformulier	proxyservertjes	schutvullinkjes	1643	1481	500	110	1	36
4279	3698	chequeformulier	babyzwemmertjes	schutvullinkjes	1643	1481	500	110	1	36
4280	3698	bouwcuratrixjes	craqueleachtige	psychologieprof	1616	1562	500	110	2	90
4281	3698	bouwcuratrixjes	cliquetsystemen	psychologieprof	1616	1589	500	110	2	117
4282	3698	bouwcuratrixjes	craqueleachtige	psychologieblog	1616	1562	500	110	2	90
4283	3698	bouwcuratrixjes	cliquetsystemen	psychologieblog	1616	1589	500	110	2	117
4284	3698	wetenschapsquiz	vluchtreflexjes	lymfweefseltjes	1589	1562	500	110	2	63
4285	3698	bouwcuratrixjes	maaltijdcheques	lymfweefseltjes	1616	1508	500	110	1	36
4286	3698	jacquardmachine	bouwcuratrixjes	lymfweefseltjes	1643	1616	500	110	2	171
4287	3698	geschenkcheques	vrouwtjesguppys	lymfweefseltjes	1724	1454	500	110	2	90
4288	3698	bouwcuratrixjes	craqueleachtige	kermiscomedytje	1616	1562	500	110	2	90
4289	3698	bouwcuratrixjes	cliquetsystemen	kermiscomedytje	1616	1589	500	110	2	117
4290	3698	geschenkcheques	proxyservertjes	kermiscomedytje	1724	1481	500	110	2	117
4291	3698	jacquardweefsel	vluchtreflexjes	juryvoorzitters	1562	1562	500	110	1	36
4292	3698	chequeformulier	thuiscomplexjes	juryvoorzitters	1643	1481	500	110	1	36
4293	3698	geschenkcheques	zwaluwluisvlieg	juryvoorzitters	1724	1400	500	110	1	36
4294	3698	geschenkcheques	zwaluwenvleugel	juryvoorzitters	1724	1400	500	110	1	36
4295	3698	geschenkcheques	luxeverblijfjes	juryvoorzitters	1724	1400	500	110	1	36
4296	3698	geschenkcheques	luxebungalowtje	juryvoorzitters	1724	1400	500	110	1	36
4297	3698	geschenkcheques	buurtmentrixjes	juryvoorzitters	1724	1400	500	110	1	36
4298	3698	jacquardweefsel	vluchtreflexjes	juryvoorzitster	1562	1562	500	110	1	36
4299	3698	chequeformulier	thuiscomplexjes	juryvoorzitster	1643	1481	500	110	1	36
4300	3698	geschenkcheques	zwaluwluisvlieg	juryvoorzitster	1724	1400	500	110	1	36
4301	3698	geschenkcheques	zwaluwenvleugel	juryvoorzitster	1724	1400	500	110	1	36
4302	3698	geschenkcheques	luxeverblijfjes	juryvoorzitster	1724	1400	500	110	1	36
4303	3698	geschenkcheques	luxebungalowtje	juryvoorzitster	1724	1400	500	110	1	36
4304	3698	geschenkcheques	buurtmentrixjes	juryvoorzitster	1724	1400	500	110	1	36
4305	3698	chequebedragjes	lewylichaampjes	flexflitsertjes	1589	1562	500	110	2	63
4306	3698	jacquardmachine	babyzwemmertjes	flexflitsertjes	1643	1481	500	110	1	36
4307	3698	jacquardmachine	polymelkzuurtje	flexflitsertjes	1643	1508	500	110	2	63
4308	3698	chequeformulier	barycentrumpjes	flexflitsertjes	1643	1481	500	110	1	36
4309	3698	chequeformulier	babyzwemmertjes	flexflitsertjes	1643	1481	500	110	1	36
4310	3698	chequeformulier	playbackshowtje	flexflitsertjes	1643	1508	500	110	2	63
4311	3698	chequeformulier	luchtwegwijzers	flexflitsertjes	1643	1508	500	110	2	63
4312	3698	bouwcuratrixjes	craqueleachtige	cityhotelletjes	1616	1562	500	110	2	90
4313	3698	jacquardweefsel	vluchtreflexjes	whiskyproducent	1562	1562	509	110	1	45
4314	3698	chequeformulier	woestijnlynxjes	whiskyproducent	1643	1508	509	110	1	72
4315	3698	geschenkcheques	proxyservertjes	suikerquotumpje	1724	1481	509	110	2	126
4316	3698	geschenkcheques	babyzwemmertjes	suikerquotumpje	1724	1481	509	110	2	126
4317	3698	geschenkcheques	safesexpartytje	bowlingalleytje	1724	1427	509	110	1	72
4318	3698	geschenkcheques	proxyverbinding	bowlingalleytje	1724	1427	509	110	1	72
4319	3698	geschenkcheques	papyrusfragment	bowlingalleytje	1724	1427	509	110	1	72
4320	3698	geschenkcheques	benzoylperoxide	bowlingalleytje	1724	1454	509	110	2	99
4321	3698	geschenkcheques	babyparfummetje	bowlingalleytje	1724	1454	509	110	2	99
4322	3698	chequeformulier	proxyservertjes	fancommunitytje	1643	1481	536	110	1	72
4323	3698	geschenkcheques	wolframtrioxide	fancommunitytje	1724	1373	536	110	1	45
4324	3698	geschenkcheques	flexwerkstertje	fancommunitytje	1724	1373	536	110	1	45
4325	3698	geschenkcheques	flexowritertjes	fancommunitytje	1724	1373	536	110	1	45
4326	3698	geschenkcheques	bauxietweggetje	fancommunitytje	1724	1373	536	110	1	45
4327	3698	vluchtreflexjes	papyruszuiltjes	vormingscheques	1562	1508	536	128	1	36
4328	3698	vluchtreflexjes	verrekencheques	webcommunitytje	1562	1508	563	110	1	45
4329	3698	vluchtreflexjes	quizmasterschap	webcommunitytje	1562	1508	563	110	1	45
4330	3698	wetenschapsquiz	thuiscomplexjes	webcommunitytje	1589	1481	563	110	1	45
4331	3698	chequeformulier	schrikreflexjes	webcommunitytje	1643	1427	563	110	1	45
4332	3698	chequeformulier	benzoylperoxide	webcommunitytje	1643	1454	563	110	1	72
4333	3698	geschenkcheques	verzetsvrouwtje	webcommunitytje	1724	1346	563	110	1	45
4334	3698	geschenkcheques	torxsleuteltjes	webcommunitytje	1724	1346	563	110	1	45
4335	3698	geschenkcheques	flexkiezeresjes	webcommunitytje	1724	1346	563	110	1	45
4336	3698	geschenkcheques	buffalowormpjes	webcommunitytje	1724	1346	563	110	1	45
4337	3698	vluchtreflexjes	papyruszuiltjes	wetenschapsquiz	1562	1508	563	128	2	63
4338	3698	vluchtreflexjes	upcyclestertjes	wetenschapsquiz	1562	1535	563	128	2	90
4339	3698	bouwcuratrixjes	polysulfidetjes	wetenschapsquiz	1616	1427	563	128	1	36
4340	3698	chequeformulier	benzoylperoxide	wetenschapsquiz	1643	1454	563	128	1	90
4341	3698	bouwcuratrixjes	playbackshowtje	cliquetsystemen	1616	1508	563	128	2	117
4342	3697	geschenkcheques	babyparfummetje	zuivelproductje	1724	1454	500	100	2	81
4343	3697	geschenkcheques	babyparfummetje	vuurwerkexcesje	1724	1454	500	100	2	81
4344	3697	geschenkcheques	proxyservertjes	luxeverblijfjes	1724	1481	500	100	2	108
4345	3697	geschenkcheques	benzoylperoxide	cultuurfilmpjes	1724	1454	500	100	2	81
4346	3697	chequeformulier	benzoylperoxide	afschuwwekkends	1643	1454	482	118	0	0
4347	3697	geschenkcheques	benzoylperoxide	afschuwwekkends	1724	1454	482	118	2	81
4348	3697	geschenkcheques	babyparfummetje	afschuwwekkends	1724	1454	482	118	2	81
4349	3697	bouwcuratrixjes	cliquetsystemen	vrachtferrytjes	1616	1589	509	100	2	117
4350	3697	bouwcuratrixjes	jacquardweefsel	recyclagepremie	1616	1562	491	118	2	90
4351	3697	bouwcuratrixjes	chequebedragjes	privacyexperten	1616	1589	491	118	2	117
4352	3697	chequeformulier	vluchtreflexjes	privacyexperten	1643	1562	491	118	2	117
4353	3697	geschenkcheques	gymjuffrouwtjes	privacyexperten	1724	1481	491	118	2	117
4354	3697	geschenkcheques	buxusbedrijfjes	privacyexperten	1724	1481	491	118	2	117
4355	3697	geschenkcheques	babyzwemmertjes	privacyexperten	1724	1481	491	118	2	117
4356	3697	chequeformulier	babyzwemmertjes	herculestouwtje	1643	1481	509	100	1	36
4357	3697	geschenkcheques	zwaluwluisvlieg	privacyexpertje	1724	1400	500	118	1	45
4358	3697	geschenkcheques	zwaluwenvleugel	privacyexpertje	1724	1400	500	118	1	45
4359	3697	geschenkcheques	buffalowurmpjes	privacyexpertje	1724	1427	500	118	2	72
4360	3697	geschenkcheques	zwaluwluisvlieg	privacyexpertes	1724	1400	500	118	1	45
4361	3697	geschenkcheques	zwaluwenvleugel	privacyexpertes	1724	1400	500	118	1	45
4362	3697	geschenkcheques	kostjuffrouwtje	privacyexpertes	1724	1400	500	118	1	45
4363	3697	geschenkcheques	buffalowurmpjes	privacyexpertes	1724	1427	500	118	2	72
4364	3697	bouwcuratrixjes	jacquardweefsel	safesexpartytje	1616	1562	509	118	2	108
4365	3697	jacquardmachine	kauwgummiwikkel	safesexpartytje	1643	1427	509	118	0	0
4366	3697	chequeformulier	bomwaarschuwing	safesexpartytje	1643	1427	509	118	0	0
4367	3697	geschenkcheques	vrouwtjespauwen	safesexpartytje	1724	1346	509	118	0	0
4368	3697	geschenkcheques	vijftigkluizigs	safesexpartytje	1724	1346	509	118	0	0
4369	3697	geschenkcheques	verzetsvrouwtje	safesexpartytje	1724	1346	509	118	0	0
4370	3697	geschenkcheques	vakwerkmuurtjes	safesexpartytje	1724	1346	509	118	0	0
4371	3697	geschenkcheques	kauwgummarktjes	safesexpartytje	1724	1346	509	118	0	0
4372	3697	geschenkcheques	buitenzwaluwtje	safesexpartytje	1724	1346	509	118	0	0
4373	3697	geschenkcheques	purperzwaluwtje	safesexpartytje	1724	1373	509	118	1	27
4374	3697	geschenkcheques	klapkauwgumpjes	safesexpartytje	1724	1373	509	118	1	27
4375	3697	geschenkcheques	kauwgummiwikkel	safesexpartytje	1724	1427	509	118	1	81
4376	3697	chequebedragjes	vluchtreflexjes	bouwfysicaatjes	1589	1562	509	118	2	81
4377	3697	bouwcuratrixjes	cliquetsystemen	benzoylperoxide	1616	1589	518	118	2	144
4378	3697	chequeformulier	playboyachtigst	benzoylperoxide	1643	1562	518	118	2	144
4379	3697	geschenkcheques	vijftigkluizigs	benzoylperoxide	1724	1346	518	118	1	9
4380	3697	geschenkcheques	proxyservertjes	benzoylperoxide	1724	1481	518	118	2	144
4381	3697	vluchtreflexjes	chiquelingetjes	babyzwemstertje	1562	1535	518	118	1	36
4382	3697	bouwcuratrixjes	maaltijdcheques	babyzwemstertje	1616	1508	518	118	2	63
4383	3697	geschenkcheques	zwijmelfilmpjes	babyzwemstertje	1724	1373	518	118	1	36
4384	3697	geschenkcheques	tjiftjafvleugel	babyzwemstertje	1724	1373	518	118	1	36
4385	3697	geschenkcheques	tikjuffrouwtjes	babyzwemstertje	1724	1373	518	118	1	36
4386	3697	geschenkcheques	luxeverblijfjes	babyzwemstertje	1724	1400	518	118	2	63
4387	3697	geschenkcheques	jezuscomplexjes	babyzwemstertje	1724	1508	518	118	2	171
4388	3697	wetenschapsquiz	lewylichaampjes	proxyservertjes	1589	1562	527	118	2	99
4389	3697	babyglimlachjes	perscommuniques	proxyservertjes	1589	1535	527	118	1	72
4390	3697	chequeformulier	zelfbeschouwers	proxyservertjes	1643	1427	527	118	1	18
4391	3697	chequeformulier	bomwaarschuwing	proxyservertjes	1643	1427	527	118	1	18
4392	3697	chequeformulier	thuiscomplexjes	proxyservertjes	1643	1481	527	118	1	72
4393	3697	chequeformulier	polyglottischen	proxyservertjes	1643	1481	527	118	1	72
4394	3697	chequeformulier	lymflichaampjes	proxyservertjes	1643	1481	527	118	1	72
4395	3697	geschenkcheques	zwemkostuumpjes	proxyservertjes	1724	1346	527	118	1	18
4396	3697	geschenkcheques	luxebungalowtje	proxyservertjes	1724	1400	527	118	1	72
4397	3697	geschenkcheques	keuzeparadoxjes	proxyservertjes	1724	1400	527	118	1	72
4398	3697	geschenkcheques	enzymvorminkjes	proxyservertjes	1724	1400	527	118	1	72
4399	3697	geschenkcheques	buurtmentrixjes	proxyservertjes	1724	1400	527	118	1	72
4400	3697	geschenkcheques	babyzwemstertje	proxyservertjes	1724	1400	527	118	1	72
4401	3697	geschenkcheques	babytemperatuur	proxyservertjes	1724	1400	527	118	1	72
4402	3697	geschenkcheques	babygiraffetjes	proxyservertjes	1724	1400	527	118	1	72
4403	3697	geschenkcheques	papyrusfragment	proxyservertjes	1724	1427	527	118	2	99
4404	3697	geschenkcheques	marketingmixjes	polymelkzuurtje	1724	1319	536	118	0	0
4405	3697	geschenkcheques	vrouwenlobbytje	polymelkzuurtje	1724	1427	536	118	2	108
4406	3697	jacquardweefsel	vluchtreflexjes	juryrechtspraak	1562	1562	536	118	2	81
4407	3697	chequeformulier	woestijnlynxjes	juryrechtspraak	1643	1508	536	118	2	108
4408	3697	geschenkcheques	keuzeparadoxjes	juryrechtspraak	1724	1400	536	118	2	81
4409	3697	geschenkcheques	fluweelwormpjes	juryrechtspraak	1724	1400	536	118	2	81
4410	3697	chequeformulier	proxyservertjes	chiquelingetjes	1643	1481	545	118	1	90
4411	3697	chequeformulier	babyzwemmertjes	chiquelingetjes	1643	1481	545	118	1	90
4412	3697	vluchtreflexjes	babywenkbrauwen	chequebedragjes	1562	1508	563	118	2	54
4413	3697	cliquetsystemen	vluchtreflexjes	chequebedragjes	1589	1562	563	118	2	135
4414	3697	bouwcuratrixjes	lymflichaampjes	chequebedragjes	1616	1481	563	118	2	81
4415	3697	chequeformulier	proxyservertjes	chequebedragjes	1643	1481	563	118	2	108
4416	3697	wetenschapsquiz	polymelkzuurtje	playbackshowtje	1589	1508	581	118	2	99
4417	3697	bouwcuratrixjes	vakantiecheques	playbackshowtje	1616	1427	581	118	1	45
4418	3697	bouwcuratrixjes	perscommuniques	playbackshowtje	1616	1535	581	118	2	153
4419	3697	chequeformulier	woordcomplexjes	playbackshowtje	1643	1400	581	118	1	45
4420	3697	chequeformulier	vadercomplexjes	playbackshowtje	1643	1400	581	118	1	45
4421	3697	chequeformulier	buiencomplexjes	playbackshowtje	1643	1400	581	118	1	45
4422	3697	chequeformulier	sportcomplexjes	playbackshowtje	1643	1427	581	118	2	72
4423	3697	chequeformulier	safesexpartytje	playbackshowtje	1643	1427	581	118	1	72
4424	3697	chequeformulier	proxyverbinding	playbackshowtje	1643	1427	581	118	1	72
4425	3697	chequeformulier	babyparfummetje	playbackshowtje	1643	1454	581	118	2	99
4426	3696	babyglimlachjes	wetenschapsquiz	vluchtwagentjes	1589	1589	491	108	2	81
4427	3696	chequeformulier	benzoylperoxide	vluchtwagentjes	1643	1454	491	108	0	0
4428	3696	geschenkcheques	benzoylperoxide	vluchtwagentjes	1724	1454	491	108	2	81
4429	3696	geschenkcheques	babyparfummetje	vluchtwagentjes	1724	1454	491	108	2	81
4430	3696	geschenkcheques	benzoylperoxide	vleugelvruchtje	1724	1454	491	108	2	81
4431	3696	babyglimlachjes	wetenschapsquiz	twijfelzuchtigs	1589	1589	491	108	2	81
4432	3696	chequeformulier	benzoylperoxide	twijfelzuchtigs	1643	1454	491	108	0	0
4433	3696	geschenkcheques	benzoylperoxide	twijfelzuchtigs	1724	1454	491	108	2	81
4434	3696	geschenkcheques	babyparfummetje	twijfelzuchtigs	1724	1454	491	108	2	81
4435	3696	babyglimlachjes	wetenschapsquiz	tarwecultuurtje	1589	1589	491	108	2	81
4436	3696	geschenkcheques	benzoylperoxide	tarwecultuurtje	1724	1454	491	108	2	81
4437	3696	vluchtreflexjes	perscommuniques	showbizzvlogger	1562	1535	491	108	0	0
4438	3696	lewylichaampjes	perscommuniques	showbizzvlogger	1562	1535	491	108	0	0
4439	3696	jacquardweefsel	vluchtreflexjes	showbizzvlogger	1562	1562	491	108	1	27
4440	3696	craqueleachtigs	woestijnlynxjes	showbizzvlogger	1589	1508	491	108	0	0
4441	3696	babyglimlachjes	perscommuniques	showbizzvlogger	1589	1535	491	108	1	27
4442	3696	babyglimlachjes	jacquardweefsel	showbizzvlogger	1589	1562	491	108	2	54
4443	3696	bouwcuratrixjes	vinylproductjes	showbizzvlogger	1616	1481	491	108	0	0
4444	3696	bouwcuratrixjes	polyglottischen	showbizzvlogger	1616	1481	491	108	0	0
4445	3696	bouwcuratrixjes	lymflichaampjes	showbizzvlogger	1616	1481	491	108	0	0
4446	3696	bouwcuratrixjes	croquethamertje	showbizzvlogger	1616	1481	491	108	0	0
