rank	score	R0	R14	R7	A_s27	B_s27	C_s9	D_open	blanks	penalty
3891	3702	geschenkcheques	polysulfidetjes	babywenkbrauwen	1724	1427	536	114	2	99
3892	3702	geschenkcheques	papyrusfragment	babywenkbrauwen	1724	1427	536	114	2	99
3893	3702	vluchtreflexjes	perscommuniques	babyglimlachjes	1562	1535	563	114	2	72
3894	3701	babyglimlachjes	wetenschapsquiz	zwampzuurzakken	1589	1589	491	104	2	72
3895	3701	geschenkcheques	benzoylperoxide	zwampzuurzakken	1724	1454	491	104	2	72
3896	3701	geschenkcheques	babyparfummetje	zwampzuurzakken	1724	1454	491	104	2	72
3897	3701	flauwekulexcuus	babyzwemmertjes	vluchtpoginkjes	1697	1481	491	104	2	72
3898	3701	flauwekulexcuus	babyzwemmertjes	vluchtpakketjes	1697	1481	491	104	2	72
3899	3701	chequebedragjes	lewylichaampjes	tuinbouwcomplex	1589	1562	491	104	1	45
3900	3701	babyglimlachjes	wetenschapsquiz	tuinbouwcomplex	1589	1589	491	104	2	72
3901	3701	chequeformulier	woestijnlynxjes	stucwerkachtigs	1643	1508	491	104	1	45
3902	3701	bouwcuratrixjes	chiquelingetjes	showbizzfiguren	1616	1535	491	104	2	45
3903	3701	bouwcuratrixjes	aliquotvleugels	showbizzfiguren	1616	1562	491	104	2	72
3904	3701	chequeformulier	proxyservertjes	showbizzfiguren	1643	1481	491	104	1	18
3905	3701	geschenkcheques	vrouwtjesguppys	showbizzfiguren	1724	1454	491	104	2	72
3906	3701	geschenkcheques	benzoylperoxide	showbizzfiguren	1724	1454	491	104	2	72
3907	3701	geschenkcheques	bariumhydroxide	showbizzfiguren	1724	1454	491	104	2	72
3908	3701	chequeformulier	proxyservertjes	schuldverwijten	1643	1481	491	104	1	18
3909	3701	cliquetsystemen	vluchtreflexjes	prachtvrouwtjes	1589	1562	491	104	1	45
3910	3701	bouwcuratrixjes	aliquotvleugels	prachtvrouwtjes	1616	1562	491	104	2	72
3911	3701	wetenschapsquiz	vluchtreflexjes	polyestersector	1589	1562	491	104	1	45
3912	3701	chequebedragjes	vluchtreflexjes	polyestersector	1589	1562	491	104	1	45
3913	3701	bouwcuratrixjes	chiquelingetjes	polyestersector	1616	1535	491	104	1	45
3914	3701	chequeformulier	luchtwegwijzers	polyestersector	1643	1508	491	104	1	45
3915	3701	chequeformulier	jezuscomplexjes	polyestersector	1643	1508	491	104	1	45
3916	3701	geschenkcheques	buffalowurmpjes	polyestersector	1724	1427	491	104	1	45
3917	3701	geschenkcheques	bouwvakkersfuif	polyestersector	1724	1427	491	104	1	45
3918	3701	bouwcuratrixjes	jacquardweefsel	mysteryshoppers	1616	1562	491	104	1	72
3919	3701	cliquetsystemen	vluchtreflexjes	krachtvrouwtjes	1589	1562	491	104	1	45
3920	3701	bouwcuratrixjes	aliquotvleugels	krachtvrouwtjes	1616	1562	491	104	2	72
3921	3701	geschenkcheques	vrouwenlobbytje	koffiemelkcupje	1724	1427	491	104	1	45
3922	3701	geschenkcheques	proxyverbinding	koffiemelkcupje	1724	1427	491	104	1	45
3923	3701	geschenkcheques	vrouwtjesguppys	duivelsklauwtje	1724	1454	491	104	2	72
3924	3701	geschenkcheques	proxyverbinding	cliffjumpertjes	1724	1427	491	104	1	45
3925	3701	geschenkcheques	babywenkbrauwen	cliffjumpertjes	1724	1508	491	104	2	126
3926	3701	geschenkcheques	benzoylperoxide	schutsvrouwtjes	1724	1454	500	104	2	81
3927	3701	geschenkcheques	benzoylperoxide	lowbudgetvlucht	1724	1454	500	104	2	81
3928	3701	cliquetsystemen	luchtwegwijzers	keuzeparadoxjes	1589	1508	500	104	0	0
3929	3701	babyglimlachjes	verrekencheques	keuzeparadoxjes	1589	1508	500	104	0	0
3930	3701	babyglimlachjes	quizmasterschap	keuzeparadoxjes	1589	1508	500	104	0	0
3931	3701	bouwcuratrixjes	wetenschapsquiz	keuzeparadoxjes	1616	1589	500	104	2	108
3932	3701	bouwcuratrixjes	cliquetsystemen	keuzeparadoxjes	1616	1589	500	104	2	108
3933	3701	chequeformulier	babydollachtigs	keuzeparadoxjes	1643	1454	500	104	0	0
3934	3701	chequeformulier	vluchtreflexjes	keuzeparadoxjes	1643	1562	500	104	2	108
3935	3701	geschenkcheques	zenuwsysteempje	keuzeparadoxjes	1724	1373	500	104	0	0
3936	3701	geschenkcheques	polymeerbedrijf	keuzeparadoxjes	1724	1373	500	104	0	0
3937	3701	geschenkcheques	laryngograafjes	keuzeparadoxjes	1724	1373	500	104	0	0
3938	3701	geschenkcheques	knuffeltypetjes	keuzeparadoxjes	1724	1373	500	104	0	0
3939	3701	geschenkcheques	juryvergadering	keuzeparadoxjes	1724	1373	500	104	0	0
3940	3701	geschenkcheques	bodybuildertjes	keuzeparadoxjes	1724	1373	500	104	0	0
3941	3701	cliquetsystemen	vluchtreflexjes	fluweelwormpjes	1589	1562	500	104	2	54
3942	3701	jacquardmachine	benzoylperoxide	fluweelwormpjes	1643	1454	500	104	0	0
3943	3701	jacquardmachine	bariumhydroxide	fluweelwormpjes	1643	1454	500	104	0	0
3944	3701	geschenkcheques	polymeerbedrijf	fluweelwormpjes	1724	1373	500	104	0	0
3945	3701	geschenkcheques	laryngograafjes	fluweelwormpjes	1724	1373	500	104	0	0
3946	3701	geschenkcheques	juryvergadering	fluweelwormpjes	1724	1373	500	104	0	0
3947	3701	geschenkcheques	bodybuildertjes	fluweelwormpjes	1724	1373	500	104	0	0
3948	3701	geschenkcheques	kaliumhydroxide	fluweelwormpjes	1724	1481	500	104	1	108
3949	3701	wetenschapsquiz	playbackshowtje	buurtmentrixjes	1589	1508	500	104	0	0
3950	3701	geschenkcheques	polymeerbedrijf	buurtmentrixjes	1724	1373	500	104	0	0
3951	3701	geschenkcheques	laryngograafjes	buurtmentrixjes	1724	1373	500	104	0	0
3952	3701	geschenkcheques	babyzwemstertje	buurtmentrixjes	1724	1400	500	104	1	27
3953	3701	geschenkcheques	babygiraffetjes	buurtmentrixjes	1724	1400	500	104	1	27
3954	3701	geschenkcheques	lymfweefseltjes	zwampzuurzakjes	1724	1400	509	104	1	36
3955	3701	geschenkcheques	babygiraffetjes	zwampzuurzakjes	1724	1400	509	104	1	36
3956	3701	bouwcuratrixjes	lewylichaampjes	zelfbeschouwing	1616	1562	509	104	2	90
3957	3701	bouwcuratrixjes	lewylichaampjes	zelfbeschouwers	1616	1562	509	104	2	90
3958	3701	bouwcuratrixjes	craqueleachtige	polyesterachtig	1616	1562	509	104	2	90
3959	3701	bouwcuratrixjes	cliquetsystemen	polyesterachtig	1616	1589	509	104	2	117
3960	3701	geschenkcheques	benzoylperoxide	maquettebouwers	1724	1454	509	104	1	90
3961	3701	geschenkcheques	babyzwemmertjes	maquettebouwers	1724	1481	509	104	2	117
3962	3701	chequebedragjes	vluchtreflexjes	vrouwtjesguppys	1589	1562	518	104	2	72
3963	3701	babyglimlachjes	wetenschapsquiz	vrouwtjesguppys	1589	1589	518	104	2	99
3964	3701	geschenkcheques	bouwvakkersfuif	vrouwtjesguppys	1724	1427	518	104	2	72
3965	3701	geschenkcheques	benzoylperoxide	vrouwtjesguppys	1724	1454	518	104	2	99
3966	3701	bouwcuratrixjes	verrekencheques	lymfklierachtig	1616	1508	518	104	1	45
3967	3701	bouwcuratrixjes	quizmasterschap	lymfklierachtig	1616	1508	518	104	1	45
3968	3701	bouwcuratrixjes	maaltijdcheques	lymfklierachtig	1616	1508	518	104	1	45
3969	3701	chequeformulier	jezuscomplexjes	lymfklierachtig	1643	1508	518	104	2	72
3970	3701	bouwcuratrixjes	perscommuniques	hyperzelfbewust	1616	1535	518	104	2	72
3971	3701	chequeformulier	woestijnlynxjes	hyperzelfbewust	1643	1508	518	104	1	72
3972	3701	bouwcuratrixjes	chiquelingetjes	gehydrolyseerde	1616	1535	500	122	1	72
3973	3701	chequeformulier	jezuscomplexjes	gehydrolyseerde	1643	1508	500	122	1	72
3974	3701	chequeformulier	babyzwemmertjes	executiegeschil	1643	1481	518	104	1	45
3975	3701	chequeformulier	babyzwemmertjes	archeopteryxjes	1643	1481	527	122	1	72
3976	3701	vluchtreflexjes	babyzwemmertjes	verrekencheques	1562	1481	536	122	0	0
3977	3701	wetenschapsquiz	vluchtreflexjes	polyhydridetjes	1589	1562	536	122	2	108
3978	3701	bouwcuratrixjes	chiquelingetjes	polyhydridetjes	1616	1535	536	122	2	108
3979	3701	chequeformulier	luchtwegwijzers	polyhydridetjes	1643	1508	536	122	2	108
3980	3701	chequeformulier	jezuscomplexjes	polyhydridetjes	1643	1508	536	122	2	108
3981	3701	geschenkcheques	buffalowurmpjes	polyhydridetjes	1724	1427	536	122	2	108
3982	3701	geschenkcheques	bouwvakkersfuif	polyhydridetjes	1724	1427	536	122	2	108
3983	3701	bouwcuratrixjes	babyzwemmertjes	loopbaancheques	1616	1481	536	122	2	54
3984	3701	bouwcuratrixjes	verrekencheques	polysyllabische	1616	1508	572	122	2	117
3985	3701	bouwcuratrixjes	quizmasterschap	polysyllabische	1616	1508	572	122	2	117
3986	3700	chequeformulier	proxyservertjes	touwvlechtertje	1643	1481	482	112	1	18
3987	3700	bouwcuratrixjes	chiquelingetjes	telecomsavvyere	1616	1535	482	112	1	45
3988	3700	chequeformulier	luchtwegwijzers	telecomsavvyere	1643	1508	482	112	1	45
3989	3700	chequeformulier	jezuscomplexjes	telecomsavvyere	1643	1508	482	112	1	45
3990	3700	chequeformulier	bouwcuratrixjes	telecomsavvyere	1643	1616	482	112	2	153
3991	3700	geschenkcheques	buffalowurmpjes	telecomsavvyere	1724	1427	482	112	1	45
3992	3700	bouwcuratrixjes	aliquotvleugels	psychotherapeut	1616	1562	482	112	2	72
3993	3700	babyglimlachjes	wetenschapsquiz	polytraumaatjes	1589	1589	482	112	1	72
3994	3700	bouwcuratrixjes	jacquardweefsel	polytraumaatjes	1616	1562	482	112	2	72
3995	3700	chequeformulier	lewylichaampjes	polytraumaatjes	1643	1562	482	112	2	99
3996	3700	geschenkcheques	benzoylperoxide	polytraumaatjes	1724	1454	482	112	1	72
3997	3700	geschenkcheques	babyparfummetje	polytraumaatjes	1724	1454	482	112	1	72
3998	3700	geschenkcheques	safesexpartytje	nieuwbouwwijken	1724	1427	482	112	1	45
3999	3700	geschenkcheques	proxyverbinding	nieuwbouwwijken	1724	1427	482	112	1	45
4000	3700	geschenkcheques	safesexpartytje	nieuwbouwwerfje	1724	1427	482	112	1	45
4001	3700	geschenkcheques	proxyverbinding	nieuwbouwwerfje	1724	1427	482	112	1	45
4002	3700	flauwekulexcuus	babyzwemmertjes	liquefactietjes	1697	1481	482	112	2	72
4003	3700	bouwcuratrixjes	aliquotvleugels	juryrapportages	1616	1562	482	112	2	72
4004	3700	chequeformulier	lewylichaampjes	juryrapportages	1643	1562	482	112	2	99
4005	3700	chequeformulier	babyglimlachjes	hongermannequin	1643	1589	482	112	2	126
4006	3700	flauwekulexcuus	babyzwemmertjes	hongermannequin	1697	1481	482	112	2	72
4007	3700	geschenkcheques	woestijnlynxjes	hongermannequin	1724	1508	482	112	2	126
4008	3700	bouwcuratrixjes	jacquardweefsel	gefyrofobietjes	1616	1562	482	112	2	72
4009	3700	geschenkcheques	vrouwtjesguppys	gefyrofobietjes	1724	1454	482	112	1	72
4010	3700	geschenkcheques	benzoylperoxide	gefyrofobietjes	1724	1454	482	112	1	72
4011	3700	geschenkcheques	babyzwemmertjes	gefyrofobietjes	1724	1481	482	112	2	99
4012	3700	chequeformulier	benzoylperoxide	stuwwachtertjes	1643	1454	491	112	0	0
4013	3700	geschenkcheques	benzoylperoxide	stuwwachtertjes	1724	1454	491	112	2	81
4014	3700	geschenkcheques	babyparfummetje	stuwwachtertjes	1724	1454	491	112	2	81
4015	3700	geschenkcheques	proxyservertjes	herstelrallytje	1724	1481	491	112	2	108
4016	3700	geschenkcheques	babyzwemmertjes	herstelrallytje	1724	1481	491	112	2	108
4017	3700	bouwcuratrixjes	chiquelingetjes	copyrightpiraat	1616	1535	491	112	2	54
4018	3700	bouwcuratrixjes	quizmasterschap	bodyshoppertjes	1616	1508	491	112	1	27
4019	3700	geschenkcheques	wolframtrioxide	bodybuildertjes	1724	1373	491	112	0	0
4020	3700	geschenkcheques	flexwerkstertje	bodybuildertjes	1724	1373	491	112	0	0
4021	3700	geschenkcheques	flexowritertjes	bodybuildertjes	1724	1373	491	112	0	0
4022	3700	bouwcuratrixjes	quizmasterschap	rohypnolgebruik	1616	1508	500	112	1	36
4023	3700	bouwcuratrixjes	maaltijdcheques	rohypnolgebruik	1616	1508	500	112	1	36
4024	3700	jacquardmachine	bouwcuratrixjes	rohypnolgebruik	1643	1616	500	112	2	171
4025	3700	geschenkcheques	luxeverblijfjes	rohypnolgebruik	1724	1400	500	112	1	36
4026	3700	geschenkcheques	keuzeparadoxjes	rohypnolgebruik	1724	1400	500	112	1	36
4027	3700	geschenkcheques	fluweelwormpjes	rohypnolgebruik	1724	1400	500	112	1	36
4028	3700	bouwcuratrixjes	jacquardweefsel	privacywaakhond	1616	1562	500	112	2	90
4029	3700	bouwcuratrixjes	craqueleachtige	privacywaakhond	1616	1562	500	112	2	90
4030	3700	bouwcuratrixjes	cliquetsystemen	privacywaakhond	1616	1589	500	112	2	117
4031	3700	babyglimlachjes	wetenschapsquiz	frequentielijst	1589	1589	500	112	1	90
4032	3700	bouwcuratrixjes	playbackshowtje	frequentielijst	1616	1508	500	112	1	36
4033	3700	bouwcuratrixjes	babyglimlachjes	frequentielijst	1616	1589	500	112	2	117
4034	3700	chequeformulier	lewylichaampjes	frequentielijst	1643	1562	500	112	2	117
4035	3700	geschenkcheques	benzoylperoxide	frequentielijst	1724	1454	500	112	1	90
4036	3700	geschenkcheques	babyparfummetje	frequentielijst	1724	1454	500	112	1	90
4037	3700	babyglimlachjes	wetenschapsquiz	frequentatiefje	1589	1589	500	112	1	90
4038	3700	bouwcuratrixjes	playbackshowtje	frequentatiefje	1616	1508	500	112	1	36
4039	3700	bouwcuratrixjes	babyglimlachjes	frequentatiefje	1616	1589	500	112	2	117
4040	3700	geschenkcheques	benzoylperoxide	frequentatiefje	1724	1454	500	112	1	90
4041	3700	chequeformulier	babyzwemmertjes	exschrijvertjes	1643	1481	500	112	1	36
4042	3700	babyglimlachjes	wetenschapsquiz	crucifixklokken	1589	1589	500	112	2	90
4043	3700	geschenkcheques	proxyservertjes	cowboybuffetten	1724	1481	500	112	2	117
4044	3700	bouwcuratrixjes	craqueleachtige	copyrighttekens	1616	1562	500	112	2	90
4045	3700	bouwcuratrixjes	cliquetsystemen	copyrighttekens	1616	1589	500	112	2	117
4046	3700	bouwcuratrixjes	craqueleachtige	bodystockinkjes	1616	1562	500	112	2	90
4047	3700	bouwcuratrixjes	cliquetsystemen	bodystockinkjes	1616	1589	500	112	2	117
4048	3700	chequeformulier	lewylichaampjes	bodystockinkjes	1643	1562	500	112	2	117
4049	3700	bouwcuratrixjes	chiquelingetjes	babygiraffetjes	1616	1535	500	112	2	63
4050	3700	chequeformulier	thuiscomplexjes	babygiraffetjes	1643	1481	500	112	1	36
4051	3700	geschenkcheques	fluweelwormpjes	babygiraffetjes	1724	1400	500	112	1	36
4052	3700	chequeformulier	thuiscomplexjes	babydolfijntjes	1643	1481	500	112	1	36
4053	3700	geschenkcheques	keuzeparadoxjes	babydolfijntjes	1724	1400	500	112	1	36
4054	3700	geschenkcheques	fluweelwormpjes	babydolfijntjes	1724	1400	500	112	1	36
4055	3700	geschenkcheques	bouwvakkersfuif	babydolfijntjes	1724	1427	500	112	2	63
4056	3700	geschenkcheques	proxyservertjes	kabeljauwquotum	1724	1481	509	112	2	126
4057	3700	wetenschapsquiz	vluchtreflexjes	flexwerkstertje	1589	1562	509	112	1	72
4058	3700	quichebuffetjes	lewylichaampjes	flexwerkstertje	1589	1562	509	112	2	72
4059	3700	chequeformulier	pompoencurrytje	flexwerkstertje	1643	1454	509	112	1	18
4060	3700	chequeformulier	polychromeurtje	flexwerkstertje	1643	1454	509	112	1	18
4061	3700	geschenkcheques	ankylosaurusjes	flexwerkstertje	1724	1373	509	112	1	18
4062	3700	geschenkcheques	fluweelwormpjes	flexwerkstertje	1724	1400	509	112	1	45
4063	3700	geschenkcheques	safesexpartytje	flexwerkstertje	1724	1427	509	112	1	72
4064	3700	geschenkcheques	proxyverbinding	flexwerkstertje	1724	1427	509	112	1	72
4065	3700	bouwcuratrixjes	chiquelingetjes	babydollachtige	1616	1535	509	112	2	72
4066	3700	chequeformulier	jezuscomplexjes	babydollachtige	1643	1508	509	112	2	72
4067	3700	wetenschapsquiz	vluchtreflexjes	schrijverstypen	1589	1562	518	112	2	81
4068	3700	bouwcuratrixjes	chiquelingetjes	schrijverstypen	1616	1535	518	112	2	81
4069	3700	bouwcuratrixjes	aliquotvleugels	schrijverstypen	1616	1562	518	112	1	108
4070	3700	chequeformulier	luchtwegwijzers	schrijverstypen	1643	1508	518	112	2	81
4071	3700	chequeformulier	jezuscomplexjes	schrijverstypen	1643	1508	518	112	2	81
4072	3700	geschenkcheques	buffalowurmpjes	schrijverstypen	1724	1427	518	112	2	81
4073	3700	geschenkcheques	bouwvakkersfuif	schrijverstypen	1724	1427	518	112	2	81
4074	3700	babyglimlachjes	wetenschapsquiz	vinylproductjes	1589	1589	527	112	2	117
4075	3700	geschenkcheques	benzoylperoxide	vinylproductjes	1724	1454	527	112	2	117
4076	3700	geschenkcheques	babyparfummetje	vinylproductjes	1724	1454	527	112	2	117
4077	3700	wetenschapsquiz	lewylichaampjes	vacuumextractie	1589	1562	527	112	2	90
4078	3700	chequebedragjes	lewylichaampjes	vacuumextractie	1589	1562	527	112	2	90
4079	3700	babyglimlachjes	jacquardweefsel	vacuumextractie	1589	1562	527	112	2	90
4080	3700	chequebedragjes	polymelkzuurtje	schrikreflexjes	1589	1508	527	112	1	36
4081	3700	chequebedragjes	papyruszuiltjes	schrikreflexjes	1589	1508	527	112	1	36
4082	3700	chequeformulier	babyparfummetje	schrikreflexjes	1643	1454	527	112	1	36
4083	3700	chequeformulier	barycentrumpjes	schrikreflexjes	1643	1481	527	112	2	63
4084	3700	bouwcuratrixjes	verrekencheques	schrijverstypes	1616	1508	527	112	2	63
4085	3700	bouwcuratrixjes	quizmasterschap	schrijverstypes	1616	1508	527	112	2	63
4086	3700	vluchtreflexjes	perscommuniques	helperwhiteytje	1562	1535	527	112	1	36
4087	3700	bouwcuratrixjes	croquetballetje	helperwhiteytje	1616	1481	527	112	1	36
4088	3700	bouwcuratrixjes	becquerelletjes	helperwhiteytje	1616	1481	527	112	1	36
4089	3700	geschenkcheques	sportcomplexjes	cowboybuffetjes	1724	1427	527	112	2	90
4090	3700	craqueleachtigs	vluchtreflexjes	barycentrumpjes	1589	1562	527	112	2	90
4091	3700	geschenkcheques	benzoylperoxide	barycentrumpjes	1724	1454	527	112	2	117
4092	3700	jacquardweefsel	lewylichaampjes	luchtdrukmaxima	1562	1562	536	112	2	72
4093	3700	vluchtreflexjes	babyzwemmertjes	maaltijdcheques	1562	1481	563	130	1	36
4094	3700	bouwcuratrixjes	papyrusfragment	maaltijdcheques	1616	1427	563	130	1	36
4095	3700	chequeformulier	benzoylperoxide	maaltijdcheques	1643	1454	563	130	1	90
4096	3700	chequeformulier	babyzwemmertjes	maaltijdcheques	1643	1481	563	130	2	117
4097	3700	verrekencheques	babyzwemmertjes	vluchtreflexjes	1508	1481	599	112	0	0
4098	3700	quizmasterschap	babyzwemmertjes	vluchtreflexjes	1508	1481	599	112	0	0
4099	3700	aliquotvleugels	babyzwemmertjes	vluchtreflexjes	1562	1481	599	112	2	54
4100	3700	wetenschapsquiz	juryvoorzitters	vluchtreflexjes	1589	1400	599	112	0	0
4101	3700	wetenschapsquiz	juryvoorzitster	vluchtreflexjes	1589	1400	599	112	0	0
4102	3700	wetenschapsquiz	enzymvorminkjes	vluchtreflexjes	1589	1400	599	112	0	0
4103	3700	wetenschapsquiz	babyzwemstertje	vluchtreflexjes	1589	1400	599	112	0	0
4104	3700	wetenschapsquiz	polysulfidetjes	vluchtreflexjes	1589	1427	599	112	1	27
4105	3700	wetenschapsquiz	woestijnlynxjes	vluchtreflexjes	1589	1508	599	112	2	108
4106	3700	chequebedragjes	vinylproductjes	vluchtreflexjes	1589	1481	599	112	2	81
4107	3700	chequebedragjes	barycentrumpjes	vluchtreflexjes	1589	1481	599	112	2	81
4108	3700	jacquardmachine	vrouwenlobbytje	vluchtreflexjes	1643	1427	599	112	2	81
4109	3700	jacquardmachine	polydruggebruik	vluchtreflexjes	1643	1427	599	112	2	81
4110	3700	jacquardmachine	kauwgummiwikkel	vluchtreflexjes	1643	1427	599	112	2	81
4111	3700	chequeformulier	juryvoorzitters	vluchtreflexjes	1643	1400	599	112	2	54
4112	3700	chequeformulier	juryvoorzitster	vluchtreflexjes	1643	1400	599	112	2	54
4113	3700	chequeformulier	babydochtertjes	vluchtreflexjes	1643	1427	599	112	2	81
4114	3700	geschenkcheques	vijftigkluizigs	vluchtreflexjes	1724	1346	599	112	2	81
4115	3700	geschenkcheques	smurfenspraytje	vluchtreflexjes	1724	1346	599	112	2	81
4116	3700	geschenkcheques	rugbybalvormpje	vluchtreflexjes	1724	1346	599	112	2	81
4117	3700	geschenkcheques	polytraumaatjes	vluchtreflexjes	1724	1346	599	112	2	81
4118	3700	geschenkcheques	juryrapportages	vluchtreflexjes	1724	1346	599	112	2	81
4119	3700	geschenkcheques	butyrometertjes	vluchtreflexjes	1724	1346	599	112	2	81
4120	3700	geschenkcheques	bodysurfstertje	vluchtreflexjes	1724	1346	599	112	2	81
4121	3700	geschenkcheques	babysterftetjes	vluchtreflexjes	1724	1346	599	112	2	81
4122	3700	geschenkcheques	babypinguintjes	vluchtreflexjes	1724	1346	599	112	2	81
4123	3699	wetenschapsquiz	lewylichaampjes	wolframtrioxide	1589	1562	491	102	1	45
4124	3699	chequeformulier	barycentrumpjes	wolframtrioxide	1643	1481	491	102	1	18
4125	3699	chequeformulier	luchtwegwijzers	wolframtrioxide	1643	1508	491	102	1	45
4126	3699	geschenkcheques	benzoylperoxide	wolframtrioxide	1724	1454	491	102	1	72
4127	3699	geschenkcheques	babywenkbrauwen	wolframtrioxide	1724	1508	491	102	2	126
4128	3699	cliquetsystemen	vluchtreflexjes	vruchtbodempjes	1589	1562	491	102	1	45
4129	3699	bouwcuratrixjes	aliquotvleugels	vruchtbodempjes	1616	1562	491	102	2	72
4130	3699	chequeformulier	proxyservertjes	vruchtbodempjes	1643	1481	491	102	1	18
4131	3699	jacquardmachine	polymelkzuurtje	vrachtwagenwiel	1643	1508	491	102	1	45
4132	3699	jacquardmachine	papyruszuiltjes	vrachtwagenwiel	1643	1508	491	102	1	45
4133	3699	chequeformulier	proxyservertjes	vrachtwagenwiel	1643	1481	491	102	1	18
4134	3699	chequeformulier	woestijnlynxjes	vrachtwagenwiel	1643	1508	491	102	1	45
4135	3699	chequeformulier	jezuscomplexjes	vrachtwagenwiel	1643	1508	491	102	1	45
4136	3699	geschenkcheques	benzoylperoxide	mutahhuwelijkje	1724	1454	491	102	2	72
4137	3699	bouwcuratrixjes	aliquotvleugels	koffieyoghurtje	1616	1562	491	102	2	72
4138	3699	geschenkcheques	proxyverbinding	klaverjasclubje	1724	1427	491	102	1	45
4139	3699	geschenkcheques	papyrusfragment	klaverjasclubje	1724	1427	491	102	1	45
4140	3699	geschenkcheques	bariumhydroxide	huwelijksvijzel	1724	1454	491	102	2	72
4141	3699	geschenkcheques	babyparfummetje	huwelijksvijzel	1724	1454	491	102	2	72
4142	3699	wetenschapsquiz	vluchtreflexjes	groentecurrytje	1589	1562	473	120	1	45
4143	3699	bouwcuratrixjes	aliquotvleugels	groentecurrytje	1616	1562	473	120	2	72
4144	3699	chequeformulier	proxyservertjes	bouwvakkershelm	1643	1481	491	102	1	18
4145	3699	geschenkcheques	vrouwtjesguppys	bouwvakkershelm	1724	1454	491	102	2	72
4146	3699	geschenkcheques	bariumhydroxide	bouwvakkershelm	1724	1454	491	102	2	72
4147	3699	cliquetsystemen	vluchtreflexjes	bouwtijdschrift	1589	1562	491	102	1	45
4148	3699	bouwcuratrixjes	aliquotvleugels	bouwtijdschrift	1616	1562	491	102	2	72
4149	3699	chequeformulier	proxyservertjes	bouwtijdschrift	1643	1481	491	102	1	18
4150	3699	cliquetsystemen	vluchtreflexjes	zelfhulpnetwerk	1589	1562	500	102	2	54
4151	3699	babyglimlachjes	perscommuniques	zelfhulpnetwerk	1589	1535	500	102	1	27
4152	3699	babyglimlachjes	jacquardweefsel	zelfhulpnetwerk	1589	1562	500	102	2	54
4153	3699	bouwcuratrixjes	jacquardweefsel	zelfhulpnetwerk	1616	1562	500	102	2	81
4154	3699	bouwcuratrixjes	babyglimlachjes	zelfhulpnetwerk	1616	1589	500	102	2	108
4155	3699	jacquardmachine	benzoylperoxide	zelfhulpnetwerk	1643	1454	500	102	0	0
4156	3699	jacquardmachine	babyparfummetje	zelfhulpnetwerk	1643	1454	500	102	0	0
4157	3699	chequebedragjes	polymelkzuurtje	vrachtwagenwrak	1589	1508	500	102	0	0
4158	3699	chequebedragjes	papyruszuiltjes	vrachtwagenwrak	1589	1508	500	102	0	0
4159	3699	jacquardmachine	papyruszuiltjes	vrachtwagenwrak	1643	1508	500	102	2	54
4160	3699	chequeformulier	benzoylperoxide	vrachtwagenwrak	1643	1454	500	102	0	0
4161	3699	chequeformulier	babyparfummetje	vrachtwagenwrak	1643	1454	500	102	0	0
4162	3699	geschenkcheques	benzoylperoxide	vrachtwagenwrak	1724	1454	500	102	2	81
4163	3699	geschenkcheques	babyparfummetje	vrachtwagenwrak	1724	1454	500	102	2	81
4164	3699	bouwcuratrixjes	cliquetsystemen	pythonvrouwtjes	1616	1589	500	102	2	108
4165	3699	chequeformulier	lewylichaampjes	pythonvrouwtjes	1643	1562	500	102	2	108
4166	3699	geschenkcheques	proxyservertjes	pythonvrouwtjes	1724	1481	500	102	2	108
4167	3699	geschenkcheques	babyzwemmertjes	pythonvrouwtjes	1724	1481	500	102	2	108
4168	3699	bouwcuratrixjes	jacquardweefsel	polyfunctionele	1616	1562	482	120	2	81
4169	3699	bouwcuratrixjes	jacquardweefsel	polyfunctioneel	1616	1562	482	120	2	81
4170	3699	chequebedragjes	polymelkzuurtje	kwakzalverschap	1589	1508	500	102	0	0
4171	3699	babyglimlachjes	wetenschapsquiz	kwakzalverschap	1589	1589	500	102	2	81
4172	3699	chequeformulier	benzoylperoxide	kwakzalverschap	1643	1454	500	102	0	0
4173	3699	chequeformulier	babyparfummetje	kwakzalverschap	1643	1454	500	102	0	0
4174	3699	geschenkcheques	benzoylperoxide	kwakzalverschap	1724	1454	500	102	2	81
4175	3699	geschenkcheques	babyparfummetje	kwakzalverschap	1724	1454	500	102	2	81
4176	3699	geschenkcheques	benzoylperoxide	bouwkundecampus	1724	1454	500	102	2	81
4177	3699	babyglimlachjes	perscommuniques	vuurwerkshowtje	1589	1535	509	102	1	36
4178	3699	geschenkcheques	enzymvorminkjes	vuurwerkshowtje	1724	1400	509	102	1	36
4179	3699	geschenkcheques	babygiraffetjes	vuurwerkshowtje	1724	1400	509	102	1	36
4180	3699	babyglimlachjes	wetenschapsquiz	vrouwtjeszwaluw	1589	1589	509	102	2	90
4181	3699	bouwcuratrixjes	wetenschapsquiz	psychosyndromen	1616	1589	491	120	2	117
4182	3699	bouwcuratrixjes	chequebedragjes	psychosyndromen	1616	1589	491	120	2	117
4183	3699	jacquardmachine	proxyservertjes	buffalowurmpjes	1643	1481	509	102	1	36
4184	3699	jacquardmachine	kaliumhydroxide	buffalowurmpjes	1643	1481	509	102	1	36
4185	3699	geschenkcheques	keuzeparadoxjes	buffalowurmpjes	1724	1400	509	102	1	36
